embb_rate,embb_users,embb_req,urllc_rate,urllc_users,urllc_req,miot_rate,miot_users,miot_req,mmtc_rate,mmtc_users,mmtc_req,voice_rate,voice_users,voice_req
6843697864,153,32543903982,0,109,0,162985175,85,162985175,0,89,0,0,105,0
8467252003,123,33639064899,0,83,0,201951614,70,201951614,0,62,0,0,66,0
6187007017,162,26744515479,0,122,0,156204868,90,156204868,0,86,0,0,108,0
6877095100,172,32266389051,0,137,0,282375719,106,282375719,0,103,0,0,123,0
8668299318,141,33767925760,0,97,0,144711212,78,144711212,0,67,0,0,91,0
7878710780,116,25424560186,0,74,0,169104031,73,169104031,0,57,0,0,82,0
7394197515,111,20008452737,0,68,0,129021096,64,129021096,0,50,0,0,58,0
5589161636,141,18381644097,0,103,0,161993102,79,161993102,0,75,0,0,84,0
8048550214,124,27049452245,0,79,0,186590133,63,186590133,0,67,0,0,56,0
5593282639,148,22601228100,0,109,0,113495739,83,113495739,0,84,0,0,94,0
8263084815,136,31109062333,0,89,0,217050505,77,217050505,0,76,0,0,86,0
6546363314,140,26386136417,0,98,0,130300229,80,130300229,0,72,0,0,88,0
5633836494,164,25280611583,0,127,0,228531067,101,228531067,0,87,0,0,111,0
7985246602,146,31832810121,0,95,0,175009147,71,175009147,0,72,0,0,87,0
7193150150,150,30159204218,0,111,0,118818938,79,118818938,0,83,0,0,97,0
6788353254,165,31135576035,0,127,0,188053732,91,188053732,0,96,0,0,118,0
7508642400,143,30195573763,0,106,0,174488280,74,174488280,0,79,0,0,91,0
6532363453,158,30837020708,0,122,0,189066857,90,189066857,0,94,0,0,106,0
7900758157,123,31281784906,0,94,0,176149921,64,176149921,0,73,0,0,81,0
5383260146,163,25514534694,0,133,0,179182061,106,179182061,0,102,0,0,124,0
7628554259,148,32941931932,0,102,0,233250822,87,233250822,0,79,0,0,96,0
7853136184,126,28787547715,0,68,0,171105110,64,171105110,0,64,0,0,73,0
6461768432,125,21755292995,0,88,0,163648439,77,163648439,0,71,0,0,80,0
6443570435,125,24060903523,0,93,0,175454055,73,175454055,0,68,0,0,74,0
7235988278,125,27501289897,0,94,0,144913829,65,144913829,0,65,0,0,77,0
7748547102,106,21883075081,0,60,0,95915710,49,95915710,0,43,0,0,50,0
4201199230,181,19682751281,0,146,0,125377784,112,125377784,0,111,0,0,130,0
8860839841,149,38966456414,0,82,0,291119300,81,291119300,0,63,0,0,80,0
6615765925,161,30685798115,0,103,0,169709952,88,169709952,0,86,0,0,93,0
6954911665,178,35443374225,0,140,0,202021458,111,202021458,0,108,0,0,125,0
6986142771,169,35323875994,0,136,0,256603798,99,256603798,0,101,0,0,113,0
9234684413,122,34406231681,0,86,0,163639168,62,163639168,0,62,0,0,75,0
5956240745,159,25308084833,0,112,0,164733049,93,164733049,0,86,0,0,104,0
